,content,tokens_final,cluster,action_cluster
396,이제 아파트까지 사버리는 그는 도대체...,"['아파트', '사다']",4,3
397,0:04 셀카보정 너무 과한데요;;;;,"['셀카', '과하다']",4,2
398,9:36 그러면 이혼했다가 재혼하면 혼수가전 혜택이 없나요?,"['이혼', '재혼', '혼수', '가전', '혜택']",4,1
399,유튭으로 많이 벌긴했나보다 아파트라니... 축하해영,"['유튭으', '벌다', '아파트', '축하']",4,3
400,이벤트가 너무 없다는 말이지...다 나눔하라는게 아니고~ 외려 구독자수가 적었을땐 잘했던듯..,"['이벤트', '나누다', '구독자', '적다']",4,3
401,잇섭님 궁금한게 있는데 어디다가 올리면 될까요?,"['잇섭', '궁금하다', '올리다']",4,3
402,스마트워치 Q92 이거 리뷰해주세요! 구독 좋아요 알림 설정 다했어요 그니까 리뷰 해주세요,"['스마트', '워치', '리뷰', '구독', '좋다', '알리다', '설정', '리뷰']",4,3
403,고맙습니다 잇섭님~ 새해복많이받으세요!,"['고맙습니다', '잇섭', '새해']",4,1
404,잇섭님 저도 혼수가전 알아보는 중인데 싸게하고 싶은데 어디서 하셨는지 힌트라도좀 .. 잘 풀어볼게요,"['잇섭', '혼수', '가전', '알아보다', '싸다', '힌트', '풀다']",4,4
405,이쯤되면 책을 써야되는게 아닌가싶네요 전자제품별로 너무 어려워요 ㅋㅋ,"['쓰다', '전자', '제품']",4,2
406,대백프라자 안에 있는 디지털프라자인가요?,"['프라자', '디지털', '프라자']",4,4
407,이거 너무 고오오오급 정보 아닙니까.ㅋㅋ,['정보'],4,3
408,안녕하세요 하이마트 직원인대 하이마트는 안가셨나요?,"['안녕', '하이마트', '직원', '하이마트']",4,1
409,21학번 예정인대 학과별 노트북 추천해주실수있나요,"['학번', '예정', '학과', '노트북', '추천']",4,4
410,올8월에 결혼준비하는데 덕분에 영상 잘보았습니다. 혹시 실례가 되지 않는다면 제품명을 알수 있을까 싶어서요.. 참고가될만한 사항이면 참고해서 구매를 해보려고요..,"['결혼', '준비', '덕분', '영상', '실례', '제품명', '참고', '사항', '참고', '구매']",4,3
411,와 진짜 이렇게까지 꿀팁 알려주는 사람은 처음이야 😃,"['알리다', '사람']",4,3
412,#NAME?,['드립'],4,1
413,#NAME?,['바라다'],4,2
414,와 이해못하는게 더 신기,"['이해', '신기']",4,4
415,와 진짜 꿀팁중에 꿀팁 영상... 이런 참 유튜버..,"['영상', '유튜버']",4,4
416,올해 고1입니다 핸드폰 리뷰보다 재밌네요.,"['올해', '핸드폰', '리뷰', '재밌다']",4,4
417,왠지 모르겠는데 다른 영상들보다 왜 더 행복하게 말하는것같지 기분탓인가,"['영상', '행복', '기분']",4,3
418,이형은 딱 중립을 너무 잘지킨다....,"['중립', '지키다']",4,2
419,ㅋㅋ앜ㅋㅋㅆ밬ㅋㅋ 잇섭님 썸네일ㅋㅋ 이건 못참지,"['잇섭', '네일', '참다']",4,3
420,짐이 많아서 20평대 감당안될꺼 같은데 ㅋㅋ,"['많다', '감당']",4,1
421,똑똑하니까 그만큼 구독자수도많고 수입도 엄청나고,"['구독자', '많다', '수입', '엄청나다']",4,3
422,오만상사도 해줘서 정말 좋음...,"['상사', '좋다']",4,1
423,광고가 아니라면 그냥 똥꼬빠는건가? 밑밥?,"['광고', '똥꼬빠']",4,2
424,가짜 청첩장 누가 악용하는거 아닌가 모르겠네...,"['가짜', '청첩장', '악용']",4,4
425,진짜 영상은 끝까지 봐야해 진짜 ㄷㄷ ....,['영상'],4,4
426,매번 보고있었지만 이번 영상은 정말 사람들에게 도움이 많이 되는 꿀정보 였습니다! 고마워요!,"['영상', '사람', '도움', '정보']",4,3
427,집산건 안부러운데 매매가 최소 20억하는집이라 그건부럽,"['사다', '매매', '최소']",4,2
428,머여 딱봐도 잇썹 결혼 혼수 맞춘 후기인데?,"['머여', '잇썹', '결혼', '혼수', '맞추다', '후기']",4,3
429,형 피부 좋다... 스킨로션 뭐 쓰는데?,"['피부', '좋다', '스킨', '로션', '쓰다']",4,1
430,형드디어 결혼하나보네요 아파트로이사가는거보면! ㅊㅋㅊㅋ!,"['결혼', '아파트', '이사']",4,3
431,안녕하세요 잇떱입니다. 드디어 제가 이thㅏ를 가게 되어thㅡㅂ니다,"['안녕', '잇떱']",4,4
432,결혼할 가망 없는 노총각 꼬셔서 사면 개이득이겠네,"['결혼', '가망', '총각', '꼬시다', '사다', '이득']",4,4
433,혼수로 구입하면서 알고있던 내용이 많이나와서 뭔가 뿌듯하네요 ㅎㅎ,"['혼수', '구입', '내용', '나오다']",4,1
434,형 애플이 가전쪽으로 뻗지 않을걸 감사해.. 모두 리뷰 할뻔 했으니까,"['애플', '가전', '감사', '리뷰']",4,4
435,어떤 제품 사셨는지 추후 리뷰 부탁드립니다~,"['제품', '사다', '추후', '리뷰', '부탁', '드리다']",4,2
436,앜ㅋㅋ 첨에 오징어사진맞나옄ㅋㅋ 잇섭님 맨첨에 하는거 정말웃기네옄ㅋㅋ,"['오징어', '사진', '맞다', '잇섭', '웃기다']",4,2
437,이제 IT리뷰를 넘어서 생활리뷰까지... 맘카페 횐님들도 구독자로!,"['리뷰', '넘다', '생활', '리뷰', '카페', '구독자']",4,2
438,응대했던 직원들 몇몇은 피좀보겠는데 ㅎ,"['대하다', '직원']",4,4
439,애플도 가전만들어서 팔면 재밌겠다 과연 얼마나 비쌀지,"['애플', '가전', '만들다', '팔다', '재밌다', '비싸다']",4,4
440,근데 형 역시 대형 유튜버인가 1200만원을 후렉스 하다니... 멋있네 우리형이 이렇게 크다니 뿌듯해,"['대형', '유튜버', '후렉스', '멋있다', '크다', '뿌듯하다']",4,2
441,가전은 ㄹㅇ 다나와보다 싸거나 옵션 더 껴줌ㅋㅋ,"['가전', '나오다', '싸다', '옵션', '끼다']",4,4
442,형 지금 쓰는 책상이 뭔지 좀 알려줘!제발...책상을 바꿀려는데 고민하다가 형이 쓰는 책상도 괜찮을 것 같아서요...,"['쓰다', '책상', '알리다', '책상', '바꾸다', '고민', '쓰다', '책상', '괜찮다']",4,1
443,9:38 형 그러면 재혼하는사람은 혼수가전 못사는거야? (내가 재혼하는건 아니고 그냥 궁금해서 ㅋㅋ),"['재혼', '사람', '혼수', '사다', '재혼', '궁금하다']",4,2
444,형 그래서 타이픈 마르스 프로는?....,"['타이프', '마르스', '프로']",4,3
445,저도 곧 이사때문에 여기저기 온라인 비교하며 다니는데 큰 도움 되었어요! 감사합니당,"['이사', '여기저기', '온라인', '비교', '다니다', '크다', '도움', '감사']",4,1
446,"삼성, lg관계자들이 영상 보면서 희비가 많이 갈리겠네요 삼성 관계자는 계속 흐뭇하다가 마지막에 어? ㅋㅋ","['삼성', '관계자', '영상', '희비', '갈리다', '삼성', '관계자', '마지막']",4,3
447,00:07 역시 셀카는 무보정이지! 필터안써도 잘나오네,"['셀카', '보정', '필터', '쓰다', '나오다']",4,1
448,잇섭님 애가 커서 큰 집으로 이사가는줄 알았습니다 ㅋ,"['잇섭', '크다', '크다', '이사']",4,3
449,잇섭님 아파트 매매 하셨으니 랜선 집들이 편좀 맹듷어 주세요 ㅋㅋ,"['잇섭', '아파트', '매매', '맹듷']",4,3
450,지금 사용하고 계시는 키보드 정보좀 알수있을까요? 레오폴드 f950인가요?,"['키보드', '정보', '레오폴드']",4,4
451,형 언능(?) 결혼해서 혼수가전 영상도 찍어줘 ㅋㅋ 꾸준히 볼게,"['결혼', '혼수', '가전', '영상', '찍다']",4,4
452,저랑 똑같은 상황... ㅋㅋ 결국 나중에 추가하는것보다 더 싸고 있으면 좋을것 같아서 묶어사긴 했습니다. ㅎㅎ,"['똑같다', '상황', '추가', '싸다', '좋다', '묶다', '사다']",4,1
453,"신규 아파트 입주 혜택도 혼수와 마찬가지로 좋으니, 가까운 제휴 매장/ 다른 오픈매장 같이 비교해보시는 것을 추천드립니다. ㅎㅎ","['신규', '아파트', '입주', '혜택', '혼수', '마찬가지', '좋다', '제휴', '매장', '오픈', '매장', '비교', '추천', '드리다']",4,3
454,헐헐! 답글 달아주셨다! 잇섭님 말씀이 맞습니다!,"['달다', '잇섭', '말씀', '맞다']",4,4
455,삼성칭찬인줄알았는데 역시 한국영상은 끝까지 봐야지ㅋㅋ,"['삼성', '칭찬', '한국', '영상']",4,4
456,6:53 1000만원 구입하면 500000만원 절감 ㄷㄷ ㅋㅋ,"['구입', '절감']",4,4
457,이러면 이미지 안조아저요,"['이러다', '이미지', '안조아저']",4,4
458,상담받기도 엘지가 사람이 많아더 더 힘들었습니다 ㅠ,"['상담', '엘지', '사람', '많다', '힘들다']",4,4
459,삼성 판매량이 좋은건 가격싼 중소라인이 잘팔림,"['삼성', '판매량', '좋다', '가격', '싸다', '중소', '라인', '팔리다']",4,1
460,헐 잇섭 형이 내꺼에 댓글 달아줬어ㅠㅠ 앞으로도 빠지지않고 볼게요ㅠㅠ,"['댓글', '달다', '빠지다']",4,4
461,제품 사면 공짜에 돈까지 얹어줌ㅋㅋ,"['제품', '사다', '공짜', '얹다']",4,2
462,제목보고 혼수 준비하시나!하면서 들어왔는데..!에잉 🤣🤣,"['제목', '혼수', '준비', '들어오다']",4,1
463,혀엉 책상 정보 좀 알려주세요 ㅠㅠㅠ,"['혀엉', '책상', '정보', '알리다']",4,3
464,😭😭😭😭😭😭😭😭😭 감사해요 ㅠㅠㅠㅠ,['감사'],4,3
465,근데 여러제품을 샀을때 할인을 많이 해준다면 그만큼 본래 가격에 거품이 많이 껴있다는거 아닌가,"['제품', '사다', '할인', '본래', '가격', '거품', '끼']",4,2
466,혼수할인도 크지만 새 아파트 입주시에 그 아파트를 대상으로 하는 입주 할인도 좀 큽니다 만일 제가 입주로 물건을 제법 사면 지인도 한두개정도 끼워 사는 편법도 고려해볼수 있습니다 그럴수록 단위도 커지고 서로 할인도 커지죠,"['혼수', '할인', '크다', '아파트', '입주', '아파트', '대상', '입주', '할인', '크다', '입주', '물건', '사다', '지인', '끼우다', '사다', '편법', '고려', '단위', '커지다', '할인', '커지다']",4,2
467,썸네일 양심이 있습니까 휴먼? 모범시민 수여합니다,"['양심', '휴먼', '모범', '시민', '수여']",4,1
468,예. 경쟁 때문에 엄청 저렴하게 구입했습니다 ㅋㅋ,"['경쟁', '저렴하다', '구입']",4,2
469,관계자 분들한테두 좋은 영상이 될거 같네용,"['관계자', '좋다', '영상']",4,3
470,합리적인 소비 추천드립니다. 속이 편안하네,"['합리', '소비', '추천', '드리다', '편안']",4,3
471,잇섭형이 잘 모르시는거같은데 가전제품이외에 명품샵에가면 전부 다 청첩장 거짓으로 작성하면 된다고 말합니다. 일명 립서비스죠. 혹해서 넘어가면안됩니다. 거기에 현금이라는 조건이 붙고 이상한거 점점 붙습니다.,"['잇섭', '가전제품', '이외', '명품', '청첩장', '거짓', '작성', '명', '서비스', '혹하다', '넘어가다', '현금', '조건', '붙다', '이상', '붙다']",4,2
472,형 인트로에 오징어 사진 형 셀카잖아 완전 잘 나왔던데?ㄷㄷ,"['인트', '오징어', '사진', '셀카', '나오다']",4,2
473,"저는 모두 최근 제품으로 구입해서, 요건 또 몰랐던 정보네요 ㅎㅎ","['최근', '제품', '구입', '정보']",4,3
474,A/S 경험으로 돈보다도 브랜드 먼저 선택하는 경우도 있죠. ㅎㅎ,"['경험', '브랜드', '선택']",4,2
475,가전제품 검색해보는데 안그래도 이름이 복잡한데다 똑같이 생겼는데 제품이름이 조금씩 달라서 암호해독하려면 공부해야됨....,"['가전제품', '검색', '이름', '생기다', '제품', '이름', '다르다', '암호', '해독', '공부']",4,3
476,새해 복 많이 받으라 하기엔 3일이나 지났고 해서 쓸 말이 없네;; 그래도 2020년동안 고생 많았어 형 2021년에도 힘내서 열심히 해보자!,"['새해', '지나다', '쓰다', '동안', '고생', '많다', '힘내다']",4,1
477,0:08 아직 수분기가 많이 남으셨네요. 촉촉한거봐,"['수분', '남다', '촉촉하다']",4,1
478,잇섭님 지금시기에 아이폰se2세대 구매 괜찮을까요?,"['잇섭', '시기', '아이폰', '대', '구매', '괜찮다']",4,1
479,이 형 흠... 결혼을 왜 평생 한 번 할거라고 생각하시는건가요 사람일 모릅니다...,"['결혼', '평생', '생각', '사람']",4,3
480,난 형이 어떻게 저렴하게 삿는지 궁금하당,"['저렴하다', '사다', '궁금하다']",4,2
481,이 영상은 조회수가 떡상할 영상이다. 꿀팁이 너무 많다.,"['영상', '조회', '영상', '많다']",4,4
482,Lg가 촌스럽고 비싸도 더잘팔리는건 제품이좋다는얘기죠,"['비싸다', '팔리다', '제품', '좋다', '얘기']",4,4
483,9:40 잇섭님은 써도 리스크 없자나요 역시 서울 성왕,"['잇섭', '쓰다', '리스크', '서울', '성왕']",4,1
484,아니 오프닝전 오징어 뭐냐고요 ㅎㅎ,"['오프닝', '오징어']",4,2
485,그래도 자동차 전장 사업이 있어서 괜찮습니다 ㅋㅋ,"['자동차', '전장', '사업', '괜찮다']",4,2
486,요즘은 보통 구경만할때는 크게 터치안해서 더 편하더라구요. ㅎㅎ,"['요즘', '구경', '크다', '터치', '편하다']",4,4
487,결혼 두번 할수도 있는데 청첩장은 왜 한번만 쓸수있죠? ㅋ,"['결혼', '청첩장', '쓰다']",4,1
488,결혼 안할거면 가짜 청첩장을 써라 이게 제일 꿀팁이네요?ㅋ.ㅋ,"['결혼', '가짜', '청첩장', '쓰다']",4,1
489,신혼(혼수) 가전 구입시 청첩장 말고 예식장 계약서 등 추가로 요구하는 추세입니다.,"['신혼', '혼수', '가전', '구입', '청첩장', '말', '예식장', '계약서', '추가', '요구', '추세']",4,1
490,"제가 간곳은 모두 이방법이면 된다고 하셨는데, 점점 이것도 강화되나봐요. ㅎㅎ","['방법', '강화']",4,2
491,둘다 됩니다. 혼인증명서도 가능 1년내,"['혼인', '증명서', '가능']",4,1
492,"오! 요즘 청약되면 로또인데, 축하드립니다!","['요즘', '청약', '로또', '축하', '드리다']",4,3
493,엥 형 이제 다시 애플워치 쓰는거야?,"['애플', '워치', '쓰다']",4,1
494,형 팔뚝 보니까..혹시 근손실인거야....?,"['팔뚝', '손실']",4,1
495,가짜 청첩장 꼼수는 이거 보는 관계자 분들이 막겠네 엌ㅋㅋ,"['가짜', '청첩장', '꼼수', '관계자', '막다']",4,3
496,신혼으로 하면 할인 얼마나 더 들어가요?,"['신혼', '할인', '들어가다']",4,2
497,잇섭형 여자친구랑 청첩장 하나 만들지 그랬어,"['잇섭', '여자', '친구', '청첩장', '만들다']",4,1
498,부럽다 나도 성인되면 형처럼 살거야ㅎ,"['성인', '살다']",4,2
499,?:역시 사진은 아이폰이 최고야~,"['사진', '아이폰', '최고']",4,3
500,못막죠 요새는 혼인신고도 늦게 하는 추세인뎅,"['막다', '요새', '혼인', '신고', '늦다', '추세']",4,3
501,"그러게요. ㅋㅋ 단통법생각하면 이게 좋긴한데, 피로도가 꽤 크더라구요. 매장마다 돌아다녀야하고, 진짜 한달 내내 시간이 조금이라도 생기면 가까운 매장부터 달려갔던 생각이 나네요 ㅎㅎ","['그러다', '단통법', '생각', '좋다', '피로', '크다', '매장', '돌아다니다', '시간', '생기다', '매장', '달려가다', '생각']",4,3
502,이 영상의 주요내용은 20평대 집 구입아닌가요?!,"['영상', '주요', '내용', '구입']",4,3
503,지금 삼성에서 혼수혜택받고 진짜 결혼하고는 LG에서 혼수혜택받으면돼는건감?,"['삼성', '혼수', '혜택', '결혼', '혼수', '혜택']",4,1
504,요즘은 인터넷이더쌈 온라인 b2b회사들 견적내면 가격쫙나오니까 오프라인은 급할때아니면 비추,"['요즘', '인터넷', '싸다', '온라인', '회사', '견적', '내다', '가격', '나오다', '오프라인', '급하다', '비추다']",4,1
505,혼수는 아니지만.....예비 혼수같은 느낌적인 느낌,"['혼수', '예비', '혼수', '느낌', '느낌']",4,1
506,"6:52 ㅋㅋ 500,000만원 ㅋㅋ 50억을 절약했네 ㅋㅋ",['절약'],4,1
507,"핸드폰이야 솔직히 작은제품이라 질리면 쉽게 바꿀 수 있지만, 가전은 부피가 커서 마음에 들지 않아도, 돈이 있어서 바꾸기 힘들겠더라구요. ㅎㅎ","['핸드폰', '작다', '제품', '질리다', '바꾸다', '가전', '부피', '크다', '마음', '들다', '바꾸다', '힘들다']",4,4
508,0:04 셀카 어플 뭐 쓰신거예요? 넘 이쁘게 잘나왔는뎅,"['셀카', '어플', '쓰다', '이쁘다', '나오다']",4,1
509,헐 저도 설치하고 체크해봐야겠습니다. 정보 감사합니다.,"['설치', '체크', '정보', '감사']",4,3
510,재혼의 경우엔 혼수할인이 적용 안 되는 것인가요?,"['재혼', '혼수', '할인', '적용']",4,2
511,6:52 와! 1000만원에서 5%를 할인받아 50억을 절감했다!(?),"['할인', '절감']",4,4
512,혼수할인으로 하게되면 신랑신부 두명다 1번의 사용기회를 쓰게 되는건가요?,"['혼수', '할인', '신랑', '신부', '기회', '쓰다']",4,1
513,이 영상 언젠가는 다시 찾아 볼 날이 오겠죠..?,"['영상', '찾다']",4,4
514,"요즘 엘쥐 언플 겁나하던데, 네이버 뉴스 기사,댓글에 뜬금없이 엘쥐빠는거 엄청 올라옴 ㄷㄷ","['요즘', '엘쥐', '언플', '겁나다', '네이버', '뉴스', '기사', '댓글', '엘쥐', '빨다', '올라오다']",4,2
515,혼수 혜텍은 나중에는 와이프 이름으로 다시 쓸수 있지 않을까요?,"['혼수', '혜텍', '와이프', '이름', '쓰다']",4,2
516,상담해준사람들 힘 빠지는 영상이네 ㅋㅋ,"['상담', '사람', '빠지다', '영상']",4,4
517,하~~꿀팁을 공개 하셔서...이제 꿀팁이 없어질 수도 있겠네요 ㅠ.ㅠ(헬쥐에서 정도 경영으로 꿀팁 차단 할지....) 새로운 꿀 팁 꼭!꼭!꼭!꼭!꼭!꼭! 발굴 부탁드려요^^,"['공개', '헬쥐', '경영', '차단', '발굴', '부탁드리다']",4,4
518,저도 오브젯 너무 이뻐서 단디 먹고 상담 여기저기 했는데 가격에 무너졌죠 비스포크.. 짱..,"['오브젯', '이쁘다', '달다', '먹다', '상담', '여기저기', '가격', '무너지다', '비스', '포크', '최고']",4,1
519,이 영상을 보고 있을 각 제조사 담당자 분들 표정이 상상이 감 ㅋㅋ,"['영상', '제조사', '담당자', '표정', '상상']",4,1
520,타임라인 인트로가 아니라 오징어얔ㅋㅋ,"['타임', '라인', '인트', '오징어']",4,2
521,"LG나 삼성 한군데서 가짜 청첩장 주고 혼수가전으로 산다음에, 진짜 혼수가전할때는 다른곳에서하거나 와이프이름으로 하면 되겠네 ㅇㅅㅇ","['삼성', '가짜', '청첩장', '혼수', '가전', '살다', '다음', '혼수', '가전', '와이프', '이름']",4,4
522,"6개월 정도 쓰라고 하던데, 다른곳에서 할인을 더 해주셔서 큰 무리는 아니었습니다. ㅎㅎ","['쓰다', '할인', '크다', '무리']",4,2
523,각 매장별로 판매제품을 팔아야 보너스가 나오는거 아닌가요 ㅋㅋ,"['매장', '판매', '제품', '팔다', '보너스', '나오다']",4,1
524,좋은거 잘사시면 되지요~ 이사갈집은 스마트홈으로 꾸며주시면 좋을것 같아요~ 잇섭님 집이니까요~^^,"['좋다', '사다', '이사', '스마트홈', '꾸미다', '좋다', '잇섭']",4,1
525,한 회사로 통일하면 AS 관리도 편함,"['회사', '통일', '관리', '편하다']",4,1
526,진짜 가격차이가 너무 크더라구요 ㅎㅎ,"['가격', '차이', '크다']",4,3
527,난 썰이 재미있는데 재미없을까봐 잘 안했지 ㅎ,"['재미', '재미']",4,4
528,0:07 어멋! 나체 잇섭이라니 너무 야하다~~,"['나체', '잇섭', '야하다']",4,1
529,형 문서작업이랑 유튜브만 할건데 라이젠 3500u asus 비보북 괜찮을까 48만원이고 3년쯤 쓸예정이야 제발 답글좀..... 중학교 올라가서,"['문서', '작업', '유튜브', '이제', '비보', '북', '괜찮다', '쓰다', '예정', '중학교', '올라가다']",4,4
530,오늘 인트로도 진짜 재미있습니다ㅋㅋ 늦었지만 새해 복 많이 받으시고 코로나도 조심하세요!^^,"['인트', '재미있다', '늦다', '새해', '코로나', '조심']",4,3
531,"공식영상이라 깔끔한 편이지, 실제로 가보면 좀.. 차이 나더라구요 ㅎㅎ","['공식', '영상', '차이']",4,3
532,팀재용도 웃기네요 ㅋㅋ 프사는 본인이 만드신건가요? 잘만드셨네용ㅋㅋ,"['웃기다', '프사', '본인']",4,3
533,"그정도면 충분하긴한데, 그래도 신형인 4500U가 낫지 ㅎㅎ",['신형'],4,1
534,너무 다 가격이 올라가서..... 괜찮겠지?,"['가격', '올라가다', '괜찮다']",4,4
535,"ㄹㅇㅋㅋ 이름은 안적어놨는데, 누가봐도....","['이름', '적다']",4,2
536,가격이 비싸도 많이 팔리는 이유를 알겠더라구요. ㅎㅎ,"['가격', '비싸다', '팔리다', '이유']",4,4
537,이게 짤로 이미 쓰이고 있던걸 재 수입해서 사용함;;,"['쓰이다', '수입']",4,2
538,금액을 따지는 잇섭 -2020년에 구매한 전자기기 약 1억,"['금액', '따지다', '구매', '전자', '기기']",4,2
539,시바 무슨 대방어도 아니고 주말에 더 비싸 싯가여 머여,"['시바', '방어', '주말', '비싸다', '싯가여', '머여']",4,4
540,형 문서작업이랑 줌이랑 유튜브만 하는데 라이젠3500u asus 비보북 괜찮을까.... 48만원이고 이번에 중학교 올라가 그리고 3년쯤 쓸예정이야 답글좀!,"['문서', '작업', '유튜브', '이제', '비보', '북', '괜찮다', '중학교', '올라가다', '쓰다', '예정']",4,4
541,이걸 보는 대부분 사람 + 나 : 돈 없고 사지도 못하며 보면서 이거 살까 이러고 있음 ㅋㅋ,"['사람', '사다', '사다', '이러다']",4,4
542,아 형얼굴보니까 오징어 사러가야한다는게 생각났어 +오징어볶음 해먹어야지~~,"['얼굴', '오징어', '사다', '생각나다', '오징어', '볶음', '먹다']",4,2
543,형 문서작업이랑 유튜브만 보는데 라이젠 3500u asus 비보북 괜찮을까 48만원이고 3년쯤 쓸거야 이번이 중학교 들어가서 ....... 답글좀!,"['문서', '작업', '유튜브', '이제', '비보', '북', '괜찮다', '쓰다', '중학교', '들어가다']",4,4
544,이렇게 먹음직스러운 오징어가 있나? 섹스럽네,['오징어'],4,2
545,.g116 되요.온라인 업자들이 오프라인에서 물건 사다가 파는거에요,"['되다', '온라인', '업자', '오프라인', '물건', '사다', '파']",4,1
546,#NAME?,"['세부', '스펙', '다르다', '매장', '발품', '팔다', '나오다']",4,2
547,​ -f4n 이걸 어디서 체크하나요?,['체크'],4,2
548,어떤 물건이든 한번 실물 봐야죠 ㅋㅋ,"['물건', '실물']",4,4
549,다른 영상에서 어그로 끌어놓고 이러는거 보면 웃기네 ㅋ,"['영상', '어그', '끌다', '이러다', '웃기다']",4,4
550,이걸 저 위로 올려야할텐데...,['올리다'],4,2
551,만지작했는데 그게좋다? 그럼 매장진열로 살수있을지 물어보고 살수있다면 개이득[아마 더싸게 구입가능],"['좋다', '그러다', '매장', '진열', '살다', '살다', '이득', '싸다', '구입', '가능']",4,2
552,역시 만지면서 느끼는게 좋죠,"['만지다', '좋다']",4,1
553,뭐든지 다 만져보고 확인하는거죠 물건도 가전도 사람ㄷ읍읍,"['만지다', '확인', '물건', '가전', '사람']",4,1
554,형 오랜만이야 훈련소에서 유튜브를 못 보니까 답답했는데 자대 오니까 폰을 사용할수 있어서 형 영상을 볼수있어 \(^0^)/,"['오랜만', '훈련소', '유튜브', '답답하다', '자대', '영상']",4,1
555,형 문서작업이랑 유튜부만 보는데 형이 예전에 찍었던 라이젠3500u asus비보북 살까 ? 48만원이고 3년쓸 예정이야 ... 답글좀!,"['문서', '작업', '유튜부', '예전', '찍다', '이제', '사다', '쓰다', '예정']",4,4
556,생방에서 스포한 그 영상은..... 못참지 ㅋㅋ 잇하아ㅏ아아잇!,"['스포', '영상', '참다']",4,4
557,핸드폰도 갬성 휴대폰 사과......,"['핸드폰', '개', '휴대폰', '사과']",4,4
558,그때 라이브했던영상은 언제 올라오나요?,"['그때', '라이브', '영상', '올라오다']",4,4
559,역겹다 왜 남의 챗창을 더럽히냐,['더럽히다'],4,4
560,드립이잖아 병신아;;,"['드립', '병신']",4,1
561,급발진 미챠버렸다,"['급발진', '미챠']",4,3
562,ojingeo의 발음은 오징어다 병신아 누가 오징어가 squid인걸 모르냐,"['발음', '오징어', '병신', '오징어']",4,2
563,어? 잇섭님 사진을 찍었는데 왜 제가..?,"['잇섭', '사진', '찍다']",4,3
564,형.....형을 원망하고 싶진 않은데.....형 영상 알림 때문에 내가 카트 승급전에서 졌어.........,"['원망', '영상', '알리다', '카트', '승급', '지']",4,4
565,잇섭님 저 이제 고등학교 가는데 모아둔 털어서 처음으로 폰 샀어요 ㅜㅜ a51샀는데 가성비 맞죠?,"['잇섭', '고등', '학교', '모으다', '털다', '사다', '사다', '가성비', '맞다']",4,4
566,형 오늘은 오징섭 된거야?ㅋㅋ 형이 오징어면 난 오징어의 눈썹이 되어버렸....,"['오늘', '오징섭', '오징어', '오징어', '눈썹']",4,2
567,아니 셀카 찍고 왜 오징어가 나왘ㅋㅋ ㅋㅋ 계속 웃고 있잖앜ㅋㅋ 오늘의 웃음 포인트 0:08 오징어 셀카 2:54 사야징! 2:57 댕청 ㅋㅋ,"['셀카', '찍다', '오징어', '나오다', '오늘', '웃음', '포인트', '오징어', '셀카', '사다', '댕청']",4,2
568,A51 좋아요 ㅎㅎ 정말 비싼폰 살필요 없답니다~,"['좋다', '비싸다', '사다', '필요']",4,4
569,아닠ㅋㅋ 무슨 정모하낰ㅋㅋ,"['알다', '정모']",4,4
570,"어 시조새로 보ㅓㅆ눈데 오징어였어요,,?","['시조새', '눌다', '오징어']",4,1
571,셀카 찍으니까 오징어 ㅋㅋ,"['셀카', '찍다', '오징어']",4,2
572,아ㅠㅠㅠㅠ 1분인데 좋아요 80개가 너뮤ㅠㅠ,"['좋다', '너뮤']",4,1
573,오늘 알게된것: 잇섭님은 의외로 가격을 비교하고 구입한다.,"['잇섭', '가격', '비교', '구입']",4,1
574,0:08 형이 잘생기긴 했ㅈ............,['생기다'],4,3
575,"여러분? 여러분의 힘이 필요해요. 워치45mm살려는데 블랙을 사야될까요, 실버를 사야 될까요?","['필요', '워치', '살다', '블랙', '사다', '실버', '사다']",4,2
576,인토로 모얔ㅋㅋ 나고정해주면 안됭‥?,"['모얔', '고정', '안됭']",4,1
577,잇섭형이 오징어면...... 나는 뭐지....?,"['잇섭', '오징어']",4,2
578,잇섭님 혹시 갤럭시 워치 액티브2 스트랩 무엇을 쓰시나요?,"['잇섭', '갤럭시', '워치', '액티브', '스트랩', '쓰다']",4,1
579,형..나중에 진짜 결혼 하셔서 결혼 혼수 가전 까지 리뷰하시길!😍😍😍,"['결혼', '결혼', '혼수', '가전', '리뷰']",4,1
580,형 ㅎㅇ 잇워드 mkbhd형꺼 보고 만든거야?,"['워드', '끄다', '만들다']",4,2
581,형 진짜 오래 좋은 리뷰 부탁 드립니다! 🥰🥰,"['좋다', '리뷰', '부탁', '드리다']",4,3
582,오징어 저거 전데요 초상관 침해를...,"['오징어', '초상', '침해']",4,2
583,당연하겠지만 효진님 얘기 고려해서 사신거 맞나요?,"['효진', '얘기', '고려', '사다', '맞다']",4,4
584,ㅋㅋ 큰일날 소리를 아무렇지않게 하시네ㅋㅋ,"['큰일', '소리']",4,2
585,안녕하세요~ 원룸 6평에 어떤 제품 찾고 계신 건가요?~,"['안녕', '원룸', '제품', '찾다']",4,4
586,네 세트할인 들어가도 비싸고 카드만들고 상조가입해도 오프라인이 무조건 비싸요ㅜ.ㅜ,"['세트', '할인', '들어가다', '비싸다', '카드', '만들다', '상조', '가입', '오프라인', '비싸다']",4,4
587,한꺼번에사면 오프라인이 싸다던데 아닌가요?,"['사다', '오프라인', '싸다']",4,2
