,content,tokens_final,cluster,action_cluster
1329,항상 좋은 실험 감사합니다 추가 실험영상 올려주신다고 하셨는데 궁금한건 린클 스마트웰컴 미생물 이렇게 두 종의 미생물 혼합이나 여러종류의 미생물을 다 혼합하면 어떻게 되는지 궁금하네요,"['좋다', '실험', '감사', '추가', '실험', '영상', '올리다', '궁금하다', '크다', '스마트', '웰컴', '미생물', '미생물', '혼합', '종류', '미생물', '혼합', '궁금하다']",1,2
1330,린클 프라임 나오자마자 사서 4년넘게 쓰고있는데 저희는 탄수화물이 안남고 과일을 많이먹는집이라 그런지 양념그대로넣거나 찐득한 걸 넣으면 바로 애가 비실거립니다 수분많은것보다 찐득한 떡같은게최악이에요 냄새는 2달에한번 필터를 갈아주는데 아니면 한약냄새가아니라 발냄새가 집에서 나요 전기료는 기본사용량이 워낙 많은집이라 누진세구간이기도하지만 꽤의미있게 나오긴하는데 특히 체감상 제습기능을 쓰면 더나오는듯 합니다 이래저래 마냥 편한건 아닌데 여름겨울에 편의성이있어 그냥쓰고있어요 유통기한 마감직전인 빵 마트서 사서 드리기도하고 밥을 그냥 버리기도하고 하며 키우듯이합니다 as는 교반봉 덜컥덜컥 거리는 소리로 한번 보내봤는데 삼성엘지급으로 만족했습니다 그리고 미생물은 토냄새가 나는 정도의 것이아니면 탄수화물줘가며 기다리면 다 돌아옵니다 어디서 고양이 화장실용 두부모래였나 주면 된대서 실험했다가 유일하게 미생물새로 샀습니다 그리고 필터는 뒤에 활성탄이길래 활성탄만 다른거사서 교체해봤는데 펠렛형 활성탄을 사서교체해도 오리지날필터보다 교체기간이 더 짧아지는 참사가 일어나서 그냥 이젠 다시 필터삽니다,"['크다', '프라임', '나오다', '사다', '넘다', '쓰다', '탄수화물', '남다', '과일', '먹다', '양념', '넣다', '찌다', '넣다', '비실거리다', '수분', '많다', '찌다', '최악', '냄새', '필터', '갈다', '한약', '냄새', '냄새', '전기료', '기본', '사용량', '많다', '누진', '구간', '의미', '나오다', '체감', '기능', '쓰다', '나오다', '편하다', '여름', '겨울', '편의', '쓰다', '유통', '기한', '마감', '직전', '마트', '사다', '드리다', '버리다', '키우다', '늘다', '거리', '소리', '보내다', '삼성', '엘지', '만족', '미생물', '냄새', '탄수화물', '기다리다', '돌아오다', '고양이', '화장실', '두부', '모래', '실험', '유일', '미생물', '사다', '필터', '활성탄', '활성탄', '사다', '교체', '펠렛', '활성탄', '사다', '교체', '오리지날', '필터', '교체', '기간', '짧다', '참사', '일어나다', '이제', '필터']",1,1
1331,스마트 웰컴은 절대 비추 입니다 기계 내구성이 너무 떨어지고 1년 정도 사용했는데 교반봉에 들어가는 기어를 4번 교체 했을 정도로 제품 퀄리티가 떨어집니다 가성비를 따질수 없늠 재품퀄리티에요,"['스마트', '웰컴', '비추다', '기계', '내구', '떨어지다', '들어가다', '기어', '교체', '제품', '퀄리티', '떨어지다', '가성비', '따지다', '퀄리티']",1,1
1332,린클 초기 모델 사서 몇년간 쓰고 있는데 이사할때 제외하면 음식물 쓰레기 버리러 단 한번도 가지 않았습니다 다른건 안써봐서 모르겟지만 린클은 진짜 지금 쓰고 있는거 고장도 안나서 언제 바꿀수 있을지도 모르겠네요,"['크다', '초기', '모델', '사다', '쓰다', '이사', '제외', '음식물', '쓰레기', '버리다', '쓰다', '린', '크다', '쓰다', '고장', '바꾸다']",1,1
1333,귀찮은거싫으면 건조분쇄 주의사항지키고 잘 키우면서 쓸 수 있으면 링클 대신 건조분쇄는 내부통 주기적으로 교체해줘여함 밥솥처럼 언젠가는 코팅까짐 막쓰면 6개월 조심히쓰면 1년넘게 씀,"['귀찮다', '싫다', '건조', '분쇄', '주의', '사항', '지키다', '키우다', '쓰다', '링크', '대신', '건조', '분쇄', '내부', '주다', '교체', '밥솥', '코팅', '쓰다', '쓰다', '넘다', '쓰다']",1,1
1334,시큼한 냄새 나더라도 탄수화물 있으면 2 3일 안에 냄새 안나더라고요 물론 필터 갈면 금방 없어지지만 필터값도 만만치 않아서 저희도 거의 과일 많이 먹을 때 껍질만 투하해서 그런 적 두세 번 있는데 방토 투하 수박껍질 투하 껍질과 함께 탄수도 넣기 한가지만 과하게 넣지 않기 정도 지키고 과일껍질 너무 많다 싶을 때는 넣고나서부터 탈취 건조 둘 다 눌러서 돌리면 냄새 심해지는건 덜한 것 같음 지금은 1년째 같은 필터 씀,"['냄새', '탄수화물', '냄새', '필터', '갈다', '없다', '필터', '과일', '먹다', '껍질', '투하', '그러다', '수박', '껍질', '껍질', '타다', '넣다', '과하다', '넣다', '지키다', '과일', '껍질', '많다', '넣다', '탈취', '건조', '누르다', '돌리다', '냄새', '심하다', '지금', '필터', '쓰다']",1,1
1335,탄수화물은 안 주고 과일 껍질만 엄청나게 주는거 저희 집이랑 비슷하네요 최소기간 6개월 남들도 다 그만큼 쓴다길래 어거지로 버티다가 결국 6개월 못 채우고 바꿔왔는데 2개월에 한번 바꾸신다니 저에겐 그게 진짜 생각도 못한 꿀팁이네요 생각해보면 저희도 바꾸고 두달이면 냄새가 났던거 같아요,"['탄수화물', '과일', '껍질', '엄청나다', '비슷하다', '최소', '기간', '쓰다', '어거지', '버티다', '결국', '채우다', '바꾸다', '바꾸다', '생각', '생각', '바꾸다', '냄새']",1,1
1336,린클 사용중입니다 저희 집도 음쓰를 거의 안남겨서 과일 껍질 같은 것만 엄청 줍니다 계속 건조해지고 물주면 떡지고 토끼똥처럼 뭉치고 스트레스 받으며 쓰다가 뭔가 아니다 싶어서 한번 식빵 젤싼거 대용량 한봉지 사다가 하루 한 두장씩 일주일 동안 넣어줬어요 그 이후로 미생물이 건강해졌는지 지금은 다른 분들 후기처럼 잘쓰고 있습니다 냄새 안나구요 1 2년 쓰면서 필터 한번도 갈아준적 없습니다 미생물도 갈아준적 없구요 미생물 한테는 식빵이 보약입니다 식빵을 하루 한두장씩 일주일만 줘보시길 추천드려 봅니다,"['크다', '쓰다', '남기다', '과일', '껍질', '건조', '지', '토끼', '뭉치', '스트레스', '쓰다', '식빵', '싸다', '용량', '봉지', '사다', '하루', '일주일', '동안', '넣다', '이후', '미생물', '건강', '지금', '후기', '쓰다', '냄새', '쓰다', '필터', '갈다', '미생물', '갈다', '미생물', '식빵', '보약', '식빵', '하루', '일주일', '추천', '드리다']",1,1
1337,저도 탄수화물은 잘 안주고 과채류를 주로 주는데 싱크대에 그릇 싯어내고 거름망에 걸러진거 주면서 아무 이상없이 잘 쓰고있음 필터는 1년6개월 정도에 한개 쓰는듯 아직 처음 살때 받은 필터로만 쓰고 사서 교체한적은 없음 미생물도 교체한적 없고,"['탄수화물', '과채', '싱크대', '그릇', '거름', '거르다', '이상', '쓰다', '필터', '쓰다', '사다', '필터', '쓰다', '사다', '교체', '미생물', '교체']",1,1
1338,린클 고민하다가 와이프가 이롭이 디자인이 너무 예쁘다고 구매했는데 엽떡 기본이랑 맵기 5단계 중 4단계인 아구찜을 그냥 넣었고 케이크 남은 거 곰팡이 핀 음식물까지 마구잡이로 다 넣어봤는데 미생물이 죽질 않네요 특히 설명서에 생선 뼈도 그냥 넣어도 분해가 된다 해서 반신반의하고 생선 대가리도 넣어봤는데 생선뼈도 분해를 해버리더군요,"['크다', '고민', '와이프', '디자인', '예쁘다', '구매', '기본', '단계', '단계', '아구', '넣다', '케이크', '남다', '곰팡이', '피', '음식물', '마구잡이', '넣다', '미생물', '죽다', '설명서', '생선', '넣다', '분하다', '반신반의', '생선', '대가리', '넣다', '생선', '분하다']",1,1
1339,린클 그래비티w 2년 사용중 교반봉 교체 1회 있었습니다 비용부담이 크지 않고 박스배송이나 교반봉 교체시 새 미생물 동봉 등 서비스 측면에서 좋았습니다 다른분들 후기처럼 저도 남은 기름 콸괄 붓는거나 수박처럼 대용량 음쓰 투입은 절대 안하고 평상시는 섬유질이 교반봉에 엉키지 않게 한번 끊어 버리는 정도만 신경썼습니다,"['크다', '그래비티', '교체', '비용', '부담', '크다', '박스', '배송', '교반봉', '교체', '미생물', '서비스', '측면', '좋다', '후기', '남다', '기름', '콸괄', '수박', '용량', '쓰다', '투입', '평상시', '섬유질', '엉키다', '끊다', '신경', '쓰다']",1,1
1340,린클 사용중인데 항상 음쓰를 물에 행구고 물기 털어서 넣는데도 시간이 지나면 청국장냄새 같은게 너무 심해지네요 장기 테스트도 기대되네요 그리고 타 제품끼리 미생물 호환이 되는지 테스트는 너무 어려워서 무리겠죠,"['크다', '쓰다', '행구', '물', '털다', '넣다', '시간', '지나다', '청국장', '냄새', '심하다', '장기', '테스트', '기대', '제품', '미생물', '호환', '테스트', '무리']",1,1
1341,린클 쓰고있고 3년차 정도에 음식물 줄기 때문에 교반봉 딱 한번 고장으로 as보내고 오고 그 이후는 아무 문제없이 잘 사용중입니다 부모님께 선물 드렸는데 여러모로 많은 도움을 받고 있습니다 미생물 차이도 기대됩니다 만약 린클 제품으로 사용하는데 다른 미생물로 교체해도 괜찮은지 혹은 기존 미생물과 다른 미생물을 섞어도 괜찮은지 여부 그 외 등등 영상 잘 봤습니다,"['크다', '쓰다', '음식물', '줄기', '고장', '보내다', '이후', '문제', '부모', '선물', '드리다', '많다', '도움', '미생물', '차이', '기대', '크다', '제품', '미생물', '교체', '괜찮다', '기존', '미생물', '미생물', '섞다', '괜찮다', '여부', '영상']",1,1
1342,아주아주 좋은 영상입니다 사실 이런 단기간의 성능도 중요하지만 제품을 1년정도 사용해보면 얼마나 내구성이 좋은지 다른문제가 없는지 as는 좋은지등을 알수있을거 같아요 쿠쿠 구형 미생물 처리기 2년반정도 사용하다 어제 버리고 쿠쿠 신형 여기 영상에 올리신 제품을 구입했습니다 쿠쿠구형 꽤 문제가 많았네요 미생물 처리기는 사실상 오래 사용할 제품은 아닌거 같아요 모터가끊임없이 돌아가기때문에 그 수명이 있는거 같습니다 너무 비싼 제품 보다는 적당한 가격으로 사서 몇년사서 사용하다 고장나면 교체하는게 조을거 같네요 그리고 기침나 양념류 이런건 무조건씻어서 버리고 수박껍질이나 수분많은건 되도록 안버려야 합니다 그냥 사람하고 비슷해요 맵고짜고 수분많은거 많이 먹이면 배탈남,"['좋다', '영상', '단기간', '성능', '중요', '제품', '내구', '좋다', '다르다', '문제', '좋다', '쿠쿠', '미생물', '처리', '어제', '버리다', '쿠쿠', '신형', '영상', '올리다', '제품', '구입', '쿠쿠구', '문제', '많다', '미생물', '처리', '제품', '모터', '돌아가다', '수명', '비싸다', '제품', '가격', '사다', '사다', '고장', '교체', '조을', '기침', '양념', '버리다', '수박', '껍질', '수분', '많다', '버리다', '사람', '짜다', '수분', '많다', '먹이', '배탈']",1,1
1343,앵 왤캐 비싸지 예전에 분명히 20만원대로 샀던것 같은데 해서 찾아보니 2년 전 쿠팡에서 클라윈드 음쓰처리기를 29만원에 구입했었습니다 특가 잘 찾아보시면 저렴하게 구입하실 수 있을거에요 다른 제품을 안써봐서 소음이나 성능이 부족한지 아닌지는 모르겠고 음쓰 그 냄새 그 국물 그 벌레들 이런거에서 해방됐다는 거 하나만으로도 걍 신세계 반드시 구입해야할 가전입니다 바나나랑 미역만 안넣고 수박 껍질이든 김찌 국물이든 뭐든 거의 다 넣고 있습니다 미생물은 한번도 안죽었고 두달에 한번씩 퍼서 버릴 때 파뿌리나 이런게 교반봉에 얽혀있으니 떼어주는 정도 의 관리를 하고 있습니다 필터는 한번도 안바꿨구요 그래서인가 겨울철에 실내에 들여놓으면 냄새가 납니다만 그다지 불쾌하진 않습니다 지금까지 너무 잘쓰고 있고 시중에서 제일 싼거 쓰셔도 만족감이 괜찮고 당장 아무거나 구입하라고 말씀드리고 싶어서 댓글 남깁니다,"['왤캐', '비싸다', '예전', '사다', '찾다', '쿠팡', '크다', '윈드', '쓰다', '처리', '구입', '특가', '찾아보다', '저렴하다', '구입', '제품', '쓰다', '소음', '성능', '부족', '쓰다', '냄새', '국물', '벌레', '해방', '신세계', '구입', '가전', '바나나', '미역', '넣다', '수박', '껍질', '들다', '찌다', '국물', '넣다', '미생물', '죽다', '푸다', '버리다', '파뿌리', '얽히다', '떼', '관리', '필터', '바꾸다', '겨울철', '실내', '들여놓다', '냄새', '지금', '쓰다', '시중', '싸다', '쓰다', '만족', '괜찮다', '당장', '구입', '말씀', '드리다', '댓글', '남기다']",1,1
1344,미생물 음식물처리기 2종 3년째 사용 중인데 지엘 플러스 아이닉 대형 사이즈 제품 일단 반영구 필터는 6개월 지나면 냄새 무조건 납니다 교체형이 좋아요 그리고 내부 uv램프 수명이 약 2년 경과 되면 수명이 다하는데 셀프 교체가 쉽지 않게 돼 있습니다 미생물은 양념 염분있는 제품들을 버리고 매일 조금씩 투입하지 않았다면 잘 죽습니다 건조 방식보다 여러모로 편리해서 전 계속 쓸거지만 실내에 두고 쓰기엔 장기 사용시 냄새가 무조건 발생하기 때문에 베란다에서 사용해야 합니다,"['미생물', '음식물', '처리', '플러스', '아이', '사이즈', '제품', '반영구', '필터', '지나다', '냄새', '교체', '좋다', '내부', '램프', '수명', '경과', '수명', '셀프', '교체', '미생물', '양념', '염분', '제품', '버리다', '투입', '죽다', '건조', '방식', '편리', '쓰다', '실내', '두다', '쓰다', '장기', '냄새', '발생', '베란다']",1,1
1345,린클쓴지 3년 좀 넘은거 같은데 미생물 1번 갈아주었고 필터는 1년정도 지나면 쉰내 같은게 나는거 같아요 음식물 양념 많은건 보통 싱크대에서 한번 씻아서 버리고 피하는 건 수박껍질 많이 넣기 고기기름 대량넣기 두개만 빼고 다 넣고 있습니다,"['크다', '쓰다', '넘다', '미생물', '갈다', '필터', '지나다', '쉬다', '음식물', '양념', '많다', '보통', '싱크대', '서다', '피하다', '수박', '껍질', '넣다', '고기', '기름', '대량', '넣다', '빼다', '넣다']",1,1
1346,린클 19년에 산 거 무료로 고쳐줬어요 자꾸 안돌아가서 버릴려고했는데 다시 새삥이 됐네요 미생물 한번도 교체한적 없었는데 이번에 수리하면서 교체했는데 옛날 미생물이랑 조금 다른거 같아요,"['크다', '사다', '무료', '고치다', '돌아가다', '버리다', '미생물', '교체', '수리', '교체', '옛날', '미생물', '다르다']",1,1
1347,린클그래비티 2년째 사용중입니다 음쓰처리기 사기전 주변에 직접 사용하는 사람들 집에 찾아가서 비교도하고 인터넷서치와 후기 동영상 등등을 몇달을 비교해보니 분쇄건조보다 미생물이 더 편리하다는 결론이 나와서 구매했었습니다 마침 지자체보조금도 나와서 반값에 샀었죠 2년째 쓰는 과정은 일단 세탁실에 두고 써서 냄새부분은 잘 모르겠습니다 그리고 개인적으로 비위가 강해서 그런지 직접 맡아도 뭐 별로 아무렇지도 않아요 그리고 막 이상한거 넣지만 않으면 미생물 죽지도 않고 오래씁니다 그러니까 우리가 몰랐었던 어 이런게 음쓰가 아니었다고 하는 그런 음쓰 들이 있습니다 린클 사면 처음 설명서에 있죠 그런것만 지켜줘도 고장교체없이 잘쓸수 있어요 저랑 같이 보조금받고 분쇄건조로 스마트카라 샀던 친구집은 오히러 애물단지가 된것 같더라구요 얼마전 노서치 비교편에서 봤듯이 떡지거나 눌러붙거나 그런 경우가 생기고 그리고 필터 교체 시기가 너무 잦아서 유지비용도 무시못하고요 근데 린클도 뭐 1년에 한번은 갈아주라고 하는데 저희야 세탁실에서 사용하니까 아직까지 필터교체도 안하고 사용중입니다 언젠가는 교체하겠죠 그래도 이정도 교체유지비면 충분히 싸다고 생각합니다 가끔 너무 많이 넣거나 물기가 많은것을 넣으면 죽이 되거나 까맣게 되는 경우가 있지만 얘도 제습모드로 좀 돌려주고 밥이나 빵 넣어주면 다시 살아나요 무슨 애완미생물 키우는거 같아요 암튼 사세요 여러분 두번 사세요,"['크다', '그래비티', '쓰다', '처리', '사다', '주변', '사람', '찾아가다', '비교', '인터넷', '서치', '후기', '동영상', '비교', '분쇄', '건조', '미생물', '편리', '결론', '나오다', '구매', '지자체', '보조금', '나오다', '반값', '사다', '쓰다', '과정', '세탁실', '두다', '쓰다', '냄새', '개인', '비위', '강하다', '맡다', '이상', '넣다', '미생물', '죽다', '쓰다', '쓰다', '쓰다', '린', '크다', '사다', '설명서', '지키다', '고장', '교체', '쓰다', '보조금', '분쇄', '건조', '스마트', '사다', '친구', '오히러', '애물단지', '얼마', '비교', '지', '누르다', '붙다', '생기다', '필터', '교체', '시기', '잦다', '유지', '비용', '무시', '린클', '갈다', '세탁실', '필터', '교체', '교체', '교체', '유지비', '싸다', '생각', '넣다', '많다', '넣다', '모드', '돌리다', '넣다', '살아나다', '애완', '미생물', '키우다', '사다', '사다']",1,1
1348,이롭 쓰고 있는데 나와서 너무 반갑 역시 비싼건 다 그만큼 이유가 있는듯 합니다 작년 무료반품때 샀는데 아직 잘 쓰고 있고 걍 음쓰 넣으면 알아서 해줘서 쓰기 편하고 냄새는 진짜 1도 없습니다,"['쓰다', '나오다', '비싸다', '이유', '작년', '무료', '반품', '사다', '쓰다', '쓰다', '넣다', '쓰다', '편하다', '냄새']",1,1
1349,저는 린클 쓰다가 미랜 미생물처리기로 바꿨습니다 단한번도 죽는거 없이 생명력이 제일 강합니다 그냥 한번씩 덜어내고 걸러주면 됩니다 양도 많이 넣어도 되고 생선뼈 수박 껍질 쪼개서 넣으면 다 먹습니다 만족합니다 미생물이 정말 예민합니다 저렇게 많은 양을 넣으면 몸살걸려서 흙이 진흙처럼 되고 죽습니다 무조건 나눠서 넣어야합니다 또 수박껍질 과일껍질 이런건 쪼개서 넣어야합니다 린클 부터 쓰다가 이제는 미랜을 쓰지만 미랜처럼 다 먹어치우고 안죽는 처리기는 처음입니다 바꾼지 1년이 지났지만 단 한번도 죽거나 그런적이 없었습니다,"['크다', '쓰다', '미래', '미생물', '처리', '바꾸다', '죽다', '생명력', '제일', '강하다', '덜다', '거르다', '넣다', '생선', '수박', '껍질', '쪼개다', '넣다', '먹다', '만족', '미생물', '예민하다', '많다', '넣다', '몸살', '걸리다', '진흙', '죽다', '나누다', '넣다', '수박', '껍질', '과일', '껍질', '쪼개다', '넣다', '린', '크다', '쓰다', '이제', '쓰다', '미래', '먹다', '죽다', '처리', '바꾸다', '지나다', '죽다', '그러다']",1,1
1350,린클 2년 째 사용중인데 편하고 조용하고 아주 좋습니다 몰랐는데 다른 제품보다 전기세도 저렴하네요 필터 같은 경우는 저희 집은 주방 옆 세탁실에 두고 사용해서 냄새 이슈를 거의 느낄 수 없었는지만 그래도 예의상 최근에 2년 만에 한번 교체했는데 그 전에도 딱히 냄새 때문에 사용하지 못하겠다는 느낌은 받을 수 없었습니다 그리고 음식물처리기라고 마구잡이로 넣으면 고장납니다 조금 번거롭지만 섬유질 음쓰는 칼로 짧게 자르거나 따로 버려줘야 교반봉에 엉켜서 모터가 고장나는 경우가 없어요 미역이나 대파 손질한 껍데기나 바나나 껍질 같은 몇몇 긴 섬유질 음쓰 빼고는 크게 문제도 안되는 것 같아서 습관되면 번거롭지도 않습니다 그리고 내용물 비워줄 때 교반봉에 엉켜있는 움쓰는 없는지 한번씩 살펴봐주세요 관리는 그정도만 해줘도 충분하다고 생각합니다 마지막으로 린클a s 다들 좋다고 허시더라구요 저희야 위에 사용방법 정도만 지켜고 고장이 나지 않아 서비스 받은 적이 없지만 암튼 좋다고 하니 큰 걱정 없이 사용중입니다,"['크다', '편하다', '좋다', '제품', '전기세', '저렴하다', '필터', '주방', '세탁실', '두다', '냄새', '이슈', '예의', '최근', '교체', '냄새', '느낌', '음식물', '처리', '마구잡이', '넣다', '고장', '섬유질', '쓰다', '짧다', '자르다', '버리다', '엉키다', '모터', '고장', '미역', '손질', '껍데기', '바나나', '껍질', '길다', '섬유질', '쓰다', '빼다', '크다', '문제', '습관', '내용물', '비우다', '엉키다', '움쓰', '살펴보다', '관리', '생각', '마지막', '린', '크다', '좋다', '허다', '방법', '지키다', '고장', '서비스', '좋다', '크다', '걱정']",1,1
1351,오 드디어 올라왔네 4년전에 스마트카라쓰다가 코팅벗겨진 부분에 달라붙는거 떼네는게 넘 힘들어서 린클로 갈아타서 2년정도 쓰다가 이번엔 악취때문에 다시 이롭으로 갈아탄지 반년 넘음 영상에서 젤 중요한 악취가 코로만 맡고 끝나는게 넘 아쉽다 그게 젤 중요한데 린클 그래비티썼는데 미생물 죽어서 3개월만에 다시사고 그다음꺼는 그래도 1년 좀넘게 썼는데 또 죽음 중요한건 죽어갈때 그 코를 찌르는 악취가 있어요 미생물 죽으면 아 이게죽은거구나 싶을정도로 색깔이 개 까매지고 냄새가 나는데 그거 다 퍼내야하는게 젤 빡침 미생물에 기름 많은거 넣으면 상태 안좋아지는데 린클 이롭 둘다 상태가 안좋아진적이 있었음 근데 이롭은 제습버튼 누르고 이틀뒤에 다시 뽀송하게 돌아옴 이게 핵심임 그래서 미생물은 미생물이 상태가 안좋아졌을때 회복이 가능하냐 아님 그대로 죽냐가 제일 중요한거같음 암튼 린클 미생물에 질려서 마침 이롭이 한달 무료반품 이벤트 할때라서 사보고 별로면 걍 반품해야지했는데 나한텐 린클보다 훨씬 관리하기가 편해서 그대로 이롭 들인지 6개월째 편하고 악취 전혀없어서 너무 만족중 린클 칭찬할점은 as가 너무 좋음 고객센터 진짜 친절함 특히 상담하시는분들 주인의식갖고 일하시는것같아요 린클 관계자님들 보고계시겠지만 진짜 칭찬합니다 반면 이롭은 as할라면 박스 안보내줘서 박스 갖고있어야하고 고객친화적인면은 좀 아쉬움 결론적으로 말하면 1인가구 아니면 건조분쇄보다 무조건 미생물형이 낫고 미생물형 린클vs이롭중에선 이롭이 나는 훨씬 더 좋았음 아직도 라이브때 무료반품하나 하면 이롭 먼저 사보고 별로면 반품해보는것도 추천드립니다,"['올라오다', '스마트', '쓰다', '코팅', '벗겨지다', '달라붙다', '떼다', '힘들다', '크다', '갈아타다', '쓰다', '악취', '갈아타다', '반년', '넘다', '영상', '중요', '악취', '맡다', '끝나다', '중요', '크다', '그래비티', '쓰다', '미생물', '죽다', '사다', '다음', '넘다', '쓰다', '죽음', '중요', '죽다', '찌르다', '악취', '미생물', '죽다', '죽다', '색깔', '개', '냄새', '퍼내다', '미생물', '기름', '많다', '넣다', '상태', '좋다', '크다', '상태', '좋다', '버튼', '누르다', '이틀', '뽀송', '돌아오다', '핵심', '미생물', '미생물', '상태', '좋다', '회복', '가능', '죽다', '중요', '크다', '미생물', '질리다', '무료', '반품', '이벤트', '사다', '반품', '크다', '관리', '편하다', '들', '악취', '만족', '크다', '칭찬', '좋다', '고객', '센터', '친절', '상담', '주인', '의식', '갖다', '린', '크다', '관계자', '칭찬', '반면', '라면', '박스', '보내다', '박스', '갖다', '고객', '친화', '결론', '가구', '건조', '분쇄', '미생물', '미생물', '크다', '좋다', '라이브', '무료', '반품', '사다', '반품', '추천', '드리다']",1,1
1352,린클 프라임 사용중입니다 4년 정도 쓴 거 같은데 모터 2번 교체했고 미생물 죽어서 한번 교체했습니다 모터 망가진 거는 아마 미생물이 딱딱하게 굳어서 교반봉이 안돌면서 망가진 게 아닌가 싶은데 그래비티는 기술을 좀 더 개선했기를 빕니다 예를 들자면 모터가 망가질 정도면 교반봉에 힘을 그만 가하고 경고를 해줬으면 합니다 미생물을 교체하는 게 그나마 낫지 as 보내는 건 꽤 고생입니다,"['크다', '프라임', '쓰다', '모터', '교체', '미생물', '죽다', '교체', '모터', '망가지다', '미생물', '돌다', '망가지다', '그래비티', '기술', '개선', '빌다', '들다', '모터', '망가지다', '경고', '미생물', '교체', '보내다', '고생']",1,1
1353,린클 쓴지 몇 년 되었고 중간에 한번 고장나서 무상으로 수리 받았습니다 고장의 원인이 딱딱한 물체의 투입과 가득 쌓인 퇴적물의 저항에 의해 모터가 망가진 것으로 판단되어 교체 이후에는 신경써서 관리하고 있습니다 그런데 수리 받으면서 필터도 새걸로 교체했는데 이전 보다 더 냄새가 많이 나는거 같습니다 남자들 땀 냄새 여자들 짙은 향수 냄새 때문에 지하철을 못 탈 정도로 냄새에 매우 민감한 체질 입니다 그리고 인간적으로 활성탄 필터 너무 비싸다고 생각합니다 위의 3가지 단점 내구성 냄새 필터 유지비만 제외하면 전 매우 만족하며 사용하고 있습니다 사실 이 리뷰 영상도 필터를 안쓴 제품의 냄새 제거 능력이 어느 정도 인지 궁금해서 봤는데 기대한 것과 달라서 좀 실망스럽습니다,"['크다', '쓰다', '중간', '고장', '무상', '수리', '고장', '원인', '물체', '투입', '쌓이다', '퇴적물', '저항', '의', '모터', '망가지다', '판단', '교체', '이후', '신경', '쓰다', '관리', '수리', '필터', '교체', '이전', '냄새', '남자', '냄새', '여자', '짙다', '향수', '냄새', '지하철', '타다', '냄새', '체질', '인간', '활성탄', '필터', '비싸다', '생각', '단점', '내구', '냄새', '필터', '유지비', '제외', '만족', '리뷰', '영상', '필터', '쓰다', '제품', '냄새', '제거', '능력', '기대', '다르다', '실망']",1,1
1354,전 캐리어 음식물처리기 썼는데 쓴지 만2년 넘어가니 내부통의 코팅막이 벗겨집니다 음식물의 염도와 산도때문에 벗거진다 하더라구요 캐리어의 경우 구조상 내부통만 교체가 안되더군요 아마 대부분 그렇지 않을까 싶습니다 린클은 벗겨지는 건 없었는데 3년 정도 쓰면 교구봉이 부러집니다 벗겨지는 제품을 피하려면 어떤 정보를 확인해야할까요 란번 사면 오래 쓰는 제품이라 이것도 중요하지 않을까 싶어요,"['캐리어', '음식물', '처리', '쓰다', '쓰다', '넘어가다', '내부', '코팅', '벗겨지다', '음식물', '염도', '산', '캐리어', '구조', '내부', '교체', '부분', '린', '크다', '벗겨지다', '쓰다', '교구', '부러지다', '벗기다', '제품', '피하다', '정보', '확인', '사다', '쓰다', '제품', '중요']",1,1
1355,린클 쓰고 있음 2년 넘은 거 같은데 아직도 미생물 안바꿈 필터도 한번 바꿈 그리고 냄새야 나지만 한번이라도 음쓰를 버리러 가면 바로 감사함만 생김 참고로 여름에 암내 한번에 토할정도로 비위가 약하고 개코인데 음쓰에대한 혐오가 너무 심하면 이런 애들에 대한 모든것을 그냥 다 용서됨,"['크다', '쓰다', '넘다', '미생물', '바꾸다', '필터', '바꾸다', '냄새', '쓰다', '버리다', '감사', '생기다', '참고', '여름', '암내', '토하다', '비위', '약하다', '쓰다', '대하다', '혐오', '심하다', '대하다', '용서']",1,1
1356,전 이롭 사용자인데 디자인 부분이 빠져서 아쉽습니다 디자인은 타제품 대비 너무 이쁘게 나왔습니다 디자인만 보았을때 분쇄건조에 미닉스가 있다면 미생물엔 이롭이 원탑 그리고 사실 미생물처리기는 장기사용시 후기가 꼭 필요한 제품이라는 생각이 듭니다 6개월 1년이상 시 사용했을때가 그런데 린클은 다른 사람들 후기들 보면 첨에는 괜찮았는데 미생물 교체 혹은 a s 수리후에 유독 냄새가 심해졌다는 글이 많이 보이더라구요 그점에서 전 린클은 아웃하였고 이롭은 사용해보니 다 좋은데 소음이 첫사용시에는 좀 거슬리는 편이었습니다 그런데 사용하다보니 귀가 적응하기도 하고 처음에 소음얼마나 나는지 계속 지켜보는 입장에서 벗어나니 크게 신경쓰이지 않는 정도라구요 다만 이점은 계속 신경 쓰일수 있는 분도 있을테니 소음에 굉장히 민감하신 분은 분쇄건조나 상대적으로 조용한 린클을 택하는게 맞을것 같습니다,"['사용자', '디자인', '빠지다', '디자인', '제품', '대비', '이쁘다', '나오다', '디자인', '분쇄', '건조', '미닉스', '미생물', '미생물', '처리', '장기', '후기', '필요', '제품', '생각', '들다', '이상', '린', '크다', '사람', '후기', '괜찮다', '미생물', '교체', '수리', '냄새', '심하다', '보이다', '크다', '아웃', '좋다', '소음', '거슬리다', '귀가', '적응', '소음', '지켜보다', '입장', '벗어나다', '크다', '신경', '쓰이다', '신경', '쓰이다', '소음', '분쇄', '건조', '상대', '린', '크다', '택하다', '맞다']",1,1
